record_id,taxpayer_id,tin,business_name,owner_name,taxpayer_type,business_sector,lga,registration_date,tax_year,tax_month,tax_type,filing_due_date,filing_date,filing_status,amount_assessed,amount_paid,outstanding_balance,payment_status,payment_method,payment_date,audit_status,audit_result,penalty,annual_turnover,risk_level,compliance_score,revenue_office,notification_sent,registration_year,registration_month,filing_month,payment_month
1520,100380,KAD-TIN-202501519,Gutierrez-Mosley,Jesse Jones,Sme,Manufacturing,Kubau,2024-05-10,2025,Mar,Paye,2024-08-15,,Late,3085098,3085098,0,Paid,Ngn,2024-08-31,Audited,Pending,74773,339536534,Medium,44,Kaduna North,Yes,2024,May,August,August
1521,100630,KAD-TIN-202501520,Roach-Ball,Katelyn Peterson,Sme,Ict,Giwa,2024-11-27,2025,Jan,Business Premises,2025-05-29,,Filed,3706415,3706415,0,Paid,Portal,2025-06-26,Audited,Pending,168431,59554204,Medium,22,Kaduna South,Yes,2024,November,May,June
1522,100620,KAD-TIN-202501521,Perry-Reynolds,Joseph Matthews,Individual,Manufacturing,Kagarko,2024-12-15,2025,Feb,Road Tax,2025-11-09,2025-10-11,Filed,3973347,3973347,0,Paid,Pos,2025-12-09,Audited,Underpayment,37029,369922114,High,30,Zaria,Yes,2024,December,November,December
1523,100634,KAD-TIN-202501522,Castaneda Inc,John Walsh,Individual,Ict,Igabi,2025-01-09,2025,Oct,Business Premises,2025-10-23,,Late,1967535,1967535,0,Paid,Bank Transfer,2025-11-10,Not Audited,No Issue,178099,249234106,Medium,81,Kaduna North,Yes,2025,January,October,November
1524,100500,KAD-TIN-202501523,Rhodes PLC,Peggy Whitaker,Individual,Manufacturing,Soba,2024-07-02,2025,May,Withholding Tax,2024-10-10,,Not Filed,4360442,1892557,2467885,Partial,Bank Transfer,2024-10-31,Audited,No Issue,66662,149190701,Medium,26,Kaduna North,Yes,2024,July,October,October
1525,100534,KAD-TIN-202501524,Peck-Chase,Kayla Munoz,Individual,Healthcare,Kudan,2024-01-04,2025,Sep,Paye,2024-04-10,,Not Filed,3214885,1556928,1657957,Partial,Pos,2024-04-27,Not Audited,No Issue,44590,321140409,Medium,84,Kaduna South,No,2024,January,April,April
1526,100665,KAD-TIN-202501525,Mccarthy Ltd,Kristen Brown,Individual,Agriculture,Birnin Gwari,2025-01-24,2025,Oct,Business Premises,2025-09-14,,Filed,2044305,2044305,0,Paid,Portal,2025-10-11,Not Audited,Underpayment,163953,38940694,High,38,Kaduna North,No,2025,January,September,October
1527,100078,KAD-TIN-202501526,"Cohen, Phillips and Wilson",Laura Davidson,Individual,Healthcare,Zangon Kataf,2024-10-04,2025,Mar,Road Tax,2025-07-19,,Filed,424580,424580,0,Paid,Bank Transfer,2025-07-20,Not Audited,No Issue,63880,133301010,Medium,68,Kaduna North,Yes,2024,October,July,July
1528,100003,KAD-TIN-202501527,"Jimenez, Santos and Boone",Rachel Wallace,Individual,Ict,Makarfi,2024-10-06,2025,Nov,Business Premises,2025-04-12,,Filed,1299040,1299040,0,Paid,Pos,2025-04-21,Audited,Pending,194047,107756512,High,29,Zaria,No,2024,October,April,April
1529,100426,KAD-TIN-202501528,Horton-Scott,Elizabeth Ray,Individual,Ict,Makarfi,2024-09-24,2025,Oct,Paye,2024-12-25,,Not Filed,3498344,466120,3032224,Partial,Portal,2025-01-07,Not Audited,Pending,3310,252104873,High,85,Zaria,No,2024,September,December,January
1530,100189,KAD-TIN-202501529,Fisher PLC,Bruce Richardson,Individual,Retail,Birnin Gwari,2024-11-27,2025,Jun,Business Premises,2025-09-01,,Late,4094506,4094506,0,Paid,Ngn,2025-09-05,Audited,Underpayment,2316,247216868,Low,75,Kaduna North,No,2024,November,September,September
1531,100622,KAD-TIN-202501530,Miller Ltd,Thomas Young,Sme,Retail,Jaba,2024-10-14,2025,Apr,Road Tax,2025-05-18,,Filed,4522243,4522243,0,Paid,Ngn,2025-05-21,Audited,Pending,197518,45219884,High,53,Zaria,No,2024,October,May,May
1532,100621,KAD-TIN-202501531,"Koch, Parker and Rios",Robert Saunders,Sme,Ict,Sanga,2024-07-04,2025,Jul,Withholding Tax,2024-12-13,,Late,3575863,3575863,0,Paid,Portal,2024-12-18,Audited,Underpayment,112141,269638900,Low,50,Kaduna South,No,2024,July,December,December
1533,100426,KAD-TIN-202501532,"Cardenas, Snyder and Dennis",Ethan Kelley,Individual,Manufacturing,Kachia,2025-01-10,2025,Oct,Withholding Tax,2025-04-09,,Not Filed,4252909,2099148,2153761,Partial,Portal,2025-04-13,Audited,Pending,105309,412659218,Medium,76,Zaria,Yes,2025,January,April,April
1534,100507,KAD-TIN-202501533,"Douglas, Caldwell and Humphrey",Marc Huang,Individual,Manufacturing,Igabi,2025-04-26,2025,Apr,Road Tax,2025-06-07,,Late,3098893,3098893,0,Paid,Ngn,2025-06-07,Audited,Pending,36645,118724006,High,56,Zaria,No,2025,April,June,June
1535,100401,KAD-TIN-202501534,Pena-Gibbs,Phillip Dickson,Sme,Ict,Kudan,2025-05-07,2025,Jul,Business Premises,2025-07-11,,Late,2542417,2542417,0,Paid,Pos,2025-07-09,Not Audited,Pending,28953,40449822,Medium,73,Kaduna North,No,2025,May,July,July
1536,100191,KAD-TIN-202501535,"Ruiz, Sims and Cunningham",Tara Fischer,Sme,Healthcare,Kachia,2024-03-30,2025,Feb,Road Tax,2025-03-15,,Not Filed,907870,196394,711476,Partial,Portal,2025-03-26,Not Audited,Underpayment,125618,16609951,Medium,69,Kaduna South,No,2024,March,March,March
1537,100495,KAD-TIN-202501536,Perez-Sutton,Jennifer Nelson,Individual,Ict,Kaura,2024-10-02,2025,Sep,Business Premises,2025-08-17,2025-12-08,Late,4332500,4332500,0,Paid,Bank Transfer,2025-09-01,Audited,Underpayment,179021,325921808,High,49,Kaduna South,Yes,2024,October,August,September
1538,100186,KAD-TIN-202501537,Carr Group,Katherine Hansen,Corporate,Ict,Zaria,2024-12-19,2025,Oct,Paye,2025-02-27,,Late,4887317,4887317,0,Paid,Pos,2025-03-27,Audited,Underpayment,86463,323215297,Low,55,Kaduna North,Yes,2024,December,February,March
1539,100149,KAD-TIN-202501538,Smith Inc,Matthew Evans,Corporate,Retail,Giwa,2025-04-09,2025,Sep,Road Tax,2025-09-21,,Filed,3213514,3213514,0,Paid,Pos,2025-10-21,Audited,Underpayment,125780,68613441,High,44,Kaduna North,Yes,2025,April,September,October
1540,100411,KAD-TIN-202501539,Woods PLC,John Spencer,Corporate,Retail,Kudan,2024-10-01,2025,Jun,Road Tax,2024-12-28,2025-08-01,Late,4943821,4943821,0,Paid,Ngn,2025-01-25,Not Audited,Pending,161035,242945352,High,96,Kaduna North,No,2024,October,December,January
1541,100128,KAD-TIN-202501540,"Stewart, Delacruz and Cole",Deanna Cook,Individual,Agriculture,Makarfi,2024-03-23,2025,Jul,Withholding Tax,2024-06-30,2024-08-07,Filed,4163207,4163207,0,Paid,Ngn,2024-07-04,Audited,No Issue,113421,43322679,Medium,47,Zaria,No,2024,March,June,July
1542,100205,KAD-TIN-202501541,"Pruitt, Leonard and Elliott",Joseph Cannon,Individual,Ict,Sanga,2024-07-27,2025,Aug,Withholding Tax,2024-12-28,2025-03-01,Filed,3472003,3472003,0,Paid,Portal,2025-01-06,Not Audited,No Issue,109721,322342010,Medium,97,Kaduna South,Yes,2024,July,December,January
1543,100588,KAD-TIN-202501542,Hernandez Inc,Amanda Brooks,Individual,Healthcare,Zaria,2024-09-06,2025,Dec,Paye,2025-07-20,,Not Filed,645847,46493,599354,Partial,Portal,2025-07-28,Audited,No Issue,54311,347209039,Low,83,Kaduna North,No,2024,September,July,July
1544,100118,KAD-TIN-202501543,Cardenas Group,Cindy Santiago,Sme,Ict,Zaria,2024-09-09,2025,Apr,Road Tax,2025-04-05,2025-03-04,Filed,1490664,1490664,0,Paid,Pos,2025-04-07,Not Audited,Pending,138119,178857586,Medium,94,Kaduna North,Yes,2024,September,April,April
1545,100488,KAD-TIN-202501544,"Garza, Mcintyre and Davis",Nancy Durham,Corporate,Ict,Sanga,2024-06-07,2025,Jun,Withholding Tax,2025-05-11,,Filed,2085685,2085685,0,Paid,Ngn,2025-06-10,Audited,Underpayment,182149,228075251,Low,96,Zaria,Yes,2024,June,May,June
1546,100619,KAD-TIN-202501545,Kane Ltd,Brandy Deleon,Corporate,Ict,Ikara,2024-03-19,2025,Jun,Withholding Tax,2024-12-20,,Late,1877267,1877267,0,Paid,Portal,2025-01-04,Audited,Pending,183648,399159205,Low,61,Zaria,Yes,2024,March,December,January
1547,100184,KAD-TIN-202501546,Long and Sons,Michael Smith,Individual,Ict,Zaria,2024-11-18,2025,Apr,Road Tax,2025-04-27,,Late,3581367,3581367,0,Paid,Bank Transfer,2025-05-02,Not Audited,No Issue,149801,323174505,Medium,65,Kaduna South,Yes,2024,November,April,May
1548,100326,KAD-TIN-202501547,Myers PLC,John Aguilar,Individual,Retail,Kagarko,2025-02-26,2025,Jul,Business Premises,2025-07-12,,Not Filed,4704492,1055660,3648832,Partial,Bank Transfer,2025-07-25,Audited,Underpayment,156713,216717666,High,63,Zaria,Yes,2025,February,July,July
1549,100372,KAD-TIN-202501548,Johnson LLC,Trevor Diaz,Corporate,Healthcare,Kubau,2024-11-29,2025,Mar,Withholding Tax,2025-10-25,2025-12-11,Late,2615688,2615688,0,Paid,Bank Transfer,2025-11-03,Audited,Underpayment,126734,343477364,Low,62,Zaria,Yes,2024,November,October,November
1550,100212,KAD-TIN-202501549,Christensen-Matthews,Mr. Danny Wang,Individual,Healthcare,Kudan,2024-08-02,2025,Apr,Road Tax,2025-03-25,,Not Filed,589990,34887,555103,Partial,Portal,2025-03-24,Not Audited,Pending,35673,66974200,Medium,48,Zaria,No,2024,August,March,March
1551,100136,KAD-TIN-202501550,Estrada-Lambert,Michael Ward,Corporate,Ict,Soba,2025-05-14,2025,Mar,Withholding Tax,2025-06-18,,Not Filed,1562127,320476,1241651,Partial,Bank Transfer,2025-06-30,Audited,Underpayment,176608,491821004,Low,43,Zaria,Yes,2025,May,June,June
1552,100097,KAD-TIN-202501551,Davis PLC,Eric Sanchez,Corporate,Retail,Soba,2024-08-10,2025,May,Withholding Tax,2025-02-16,,Late,170930,170930,0,Paid,Pos,2025-03-04,Not Audited,No Issue,175479,360712027,Low,40,Zaria,No,2024,August,February,March
1553,100450,KAD-TIN-202501552,Bell-Carpenter,Sally Henderson,Sme,Agriculture,Zaria,2024-05-05,2025,Feb,Paye,2024-12-09,,Filed,2630758,2630758,0,Paid,Portal,2024-12-11,Not Audited,Underpayment,71818,6329529,High,93,Kaduna South,Yes,2024,May,December,December
1554,100636,KAD-TIN-202501553,Torres-Brown,John Bryant,Corporate,Healthcare,Zaria,2024-06-07,2025,Feb,Business Premises,2025-03-17,,Late,1664014,1664014,0,Paid,Bank Transfer,2025-04-04,Not Audited,Pending,35188,163105259,Medium,31,Zaria,Yes,2024,June,March,April
1555,100684,KAD-TIN-202501554,Martin-Morgan,Courtney Mccarthy,Individual,Retail,Soba,2024-09-17,2025,Apr,Withholding Tax,2025-01-16,,Late,688316,688316,0,Paid,Ngn,2025-01-31,Audited,Pending,151494,320703916,Low,24,Zaria,Yes,2024,September,January,January
1556,100444,KAD-TIN-202501555,"Myers, Martin and Harris",Casey Torres,Corporate,Manufacturing,Sanga,2024-05-03,2025,Mar,Business Premises,2025-02-02,,Late,3251132,3251132,0,Paid,Ngn,2025-02-14,Audited,Pending,100590,52074233,High,52,Kaduna North,Yes,2024,May,February,February
1557,100637,KAD-TIN-202501556,Hobbs-Myers,Mark White,Individual,Agriculture,Ikara,2024-11-16,2025,May,Business Premises,2025-09-19,,Filed,186252,186252,0,Paid,Bank Transfer,2025-10-11,Not Audited,Pending,46576,277085832,High,44,Kaduna South,No,2024,November,September,October
1558,100552,KAD-TIN-202501557,Johnson and Sons,Edward Moran,Corporate,Ict,Kachia,2024-04-07,2025,May,Business Premises,2024-08-18,,Late,4390201,4390201,0,Paid,Ngn,2024-08-22,Not Audited,Underpayment,160509,138580933,High,24,Zaria,No,2024,April,August,August
1559,100292,KAD-TIN-202501558,"Ramirez, Oconnor and Brooks",Mario Robinson,Individual,Healthcare,Jaba,2025-02-01,2025,Jul,Business Premises,2025-09-04,,Late,1524112,1524112,0,Paid,Ngn,2025-09-23,Audited,Underpayment,70513,111630342,Medium,22,Zaria,No,2025,February,September,September
1560,100624,KAD-TIN-202501559,Rodriguez-Robinson,Rachael Smith,Sme,Manufacturing,Soba,2024-03-24,2025,Jan,Business Premises,2025-02-03,,Not Filed,4437760,1565388,2872372,Partial,Portal,2025-02-28,Not Audited,Underpayment,54926,175256799,High,32,Kaduna South,No,2024,March,February,February
1561,100128,KAD-TIN-202501560,"Skinner, Jones and Martinez",Eugene Morales,Corporate,Healthcare,Jema'A,2024-06-17,2025,Jan,Paye,2024-08-08,,Late,3891200,3891200,0,Paid,Ngn,2024-08-23,Audited,Pending,133341,246453043,Low,55,Kaduna South,No,2024,June,August,August
1562,100461,KAD-TIN-202501561,Jefferson-Rodgers,Sara Buck,Corporate,Healthcare,Sanga,2024-12-07,2025,Oct,Withholding Tax,2025-07-18,,Not Filed,3687621,901145,2786476,Partial,Portal,2025-07-17,Not Audited,Pending,27916,247659287,High,22,Kaduna South,Yes,2024,December,July,July
1563,100083,KAD-TIN-202501562,"Fernandez, Cole and Jenkins",Stephanie Lopez,Individual,Ict,Lere,2024-02-13,2025,May,Road Tax,2024-07-25,,Not Filed,3743627,172040,3571587,Partial,Bank Transfer,2024-08-13,Not Audited,Underpayment,93977,226858358,Medium,61,Kaduna North,No,2024,February,July,August
1564,100021,KAD-TIN-202501563,Nielsen Group,Benjamin Jones,Corporate,Retail,Kaura,2024-02-09,2025,Aug,Withholding Tax,2024-12-12,,Not Filed,4287783,1771579,2516204,Partial,Ngn,2024-12-21,Audited,Underpayment,182005,113393827,Medium,98,Zaria,No,2024,February,December,December
1565,100285,KAD-TIN-202501564,Wilson-Ayala,Jennifer Marks,Sme,Retail,Soba,2024-10-21,2025,Jun,Road Tax,2025-08-11,,Late,206418,206418,0,Paid,Pos,2025-09-09,Not Audited,Underpayment,11943,74861124,High,53,Kaduna North,No,2024,October,August,September
1566,100340,KAD-TIN-202501565,Mcneil-Nelson,Lisa Dixon,Sme,Retail,Kaduna South,2024-02-06,2025,Jan,Business Premises,2024-11-03,,Not Filed,4555180,703882,3851298,Partial,Ngn,2024-11-04,Audited,Pending,84862,469772021,High,82,Kaduna South,Yes,2024,February,November,November
1567,100074,KAD-TIN-202501566,Anderson LLC,Lauren Li,Corporate,Manufacturing,Kachia,2025-01-21,2025,Sep,Withholding Tax,2025-08-31,,Late,4363105,4363105,0,Paid,Pos,2025-09-24,Audited,Pending,101020,107152799,Medium,85,Kaduna South,Yes,2025,January,August,September
1568,100145,KAD-TIN-202501567,Pena-Hodges,Brenda Davis,Sme,Healthcare,Sabon Gari,2024-01-10,2025,Jul,Withholding Tax,2024-03-23,,Filed,716612,716612,0,Paid,Pos,2024-03-21,Not Audited,Pending,132045,463523432,Medium,38,Zaria,No,2024,January,March,March
1569,100487,KAD-TIN-202501568,"Carter, Bond and Robinson",Jesse Morales,Individual,Ict,Kaura,2024-08-23,2025,Jun,Road Tax,2025-03-20,,Not Filed,3204517,1591710,1612807,Partial,Pos,2025-03-21,Audited,Pending,110745,117766520,Medium,58,Zaria,No,2024,August,March,March
1570,100521,KAD-TIN-202501569,"Farrell, Riley and Butler",Tara Whitaker,Corporate,Manufacturing,Zaria,2024-04-18,2025,Apr,Business Premises,2025-04-04,,Not Filed,2215644,845081,1370563,Partial,Bank Transfer,2025-04-06,Audited,No Issue,58287,201063029,Medium,73,Kaduna North,No,2024,April,April,April
1571,100128,KAD-TIN-202501570,"Greene, Shannon and Mills",Adrienne Carlson,Sme,Agriculture,Kaduna North,2024-12-31,2025,Jun,Road Tax,2025-02-23,2025-04-03,Late,1894158,1894158,0,Paid,Portal,2025-03-04,Not Audited,No Issue,101744,133534976,Medium,76,Zaria,No,2024,December,February,March
1572,100508,KAD-TIN-202501571,"Rivera, Harper and Smith",Hannah Snyder,Sme,Manufacturing,Kajuru,2024-12-22,2025,Oct,Withholding Tax,2025-02-11,,Not Filed,4699536,2048434,2651102,Partial,Ngn,2025-02-24,Not Audited,Pending,186872,181466437,Low,95,Kaduna South,Yes,2024,December,February,February
1573,100246,KAD-TIN-202501572,"Terry, Carter and Livingston",Heather Preston,Sme,Manufacturing,Kubau,2024-08-16,2025,Jul,Road Tax,2025-05-08,2025-12-05,Late,280656,280656,0,Paid,Bank Transfer,2025-05-22,Audited,No Issue,125833,228157103,Medium,65,Kaduna North,No,2024,August,May,May
1574,100306,KAD-TIN-202501573,Young and Sons,Timothy Robinson,Individual,Retail,Kagarko,2024-11-01,2025,Aug,Business Premises,2025-07-16,,Late,1725383,1725383,0,Paid,Pos,2025-07-17,Audited,No Issue,168650,387273156,Low,93,Kaduna South,Yes,2024,November,July,July
1575,100366,KAD-TIN-202501574,Barnett and Sons,Marissa Martinez,Corporate,Healthcare,Ikara,2025-02-11,2025,Apr,Withholding Tax,2025-10-08,,Late,3392256,3392256,0,Paid,Ngn,2025-10-27,Audited,Pending,87433,353486235,High,74,Kaduna South,Yes,2025,February,October,October
1576,100422,KAD-TIN-202501575,"Morrison, King and Berg",Erica Sweeney,Sme,Retail,Soba,2024-06-24,2025,Nov,Paye,2024-10-24,,Filed,1141640,1141640,0,Paid,Ngn,2024-11-20,Audited,Pending,193164,44241740,Low,27,Zaria,Yes,2024,June,October,November
1577,100080,KAD-TIN-202501576,"Peterson, Meyers and Ryan",Nicholas Guzman,Individual,Healthcare,Zaria,2025-02-21,2025,Oct,Road Tax,2025-08-27,,Not Filed,3083933,883771,2200162,Partial,Ngn,2025-08-30,Audited,Pending,26686,368600840,Medium,84,Kaduna North,No,2025,February,August,August
1578,100079,KAD-TIN-202501577,Cunningham-Bender,Ronald Stafford,Sme,Agriculture,Kudan,2025-02-07,2025,Aug,Road Tax,2025-07-28,,Late,3626778,3626778,0,Paid,Portal,2025-08-27,Not Audited,Pending,15,152680408,High,79,Zaria,No,2025,February,July,August
1579,100151,KAD-TIN-202501578,"Brown, Wheeler and Duncan",Denise Leblanc,Corporate,Healthcare,Birnin Gwari,2024-07-23,2025,Dec,Withholding Tax,2025-07-21,2025-07-08,Late,4643266,4643266,0,Paid,Pos,2025-08-11,Not Audited,Underpayment,157390,316695958,Medium,22,Zaria,Yes,2024,July,July,August
1580,100238,KAD-TIN-202501579,Alvarado PLC,Stephanie Jenkins,Individual,Ict,Sabon Gari,2024-05-21,2025,Dec,Business Premises,2024-09-12,,Not Filed,2001781,725253,1276528,Partial,Portal,2024-10-07,Not Audited,No Issue,82718,151378683,Medium,50,Zaria,No,2024,May,September,October
1581,100057,KAD-TIN-202501580,Thomas LLC,John Livingston,Sme,Retail,Jema'A,2024-03-30,2025,Feb,Road Tax,2024-07-17,,Filed,2175479,2175479,0,Paid,Bank Transfer,2024-08-03,Not Audited,Underpayment,118244,467797182,Low,47,Zaria,Yes,2024,March,July,August
1582,100172,KAD-TIN-202501581,Johnson-Hall,Jessica Castillo,Sme,Manufacturing,Kaduna South,2024-05-09,2025,May,Business Premises,2025-01-26,,Not Filed,4247178,1424319,2822859,Partial,Bank Transfer,2025-02-05,Not Audited,Pending,68801,153411550,Low,22,Zaria,Yes,2024,May,January,February
1583,100232,KAD-TIN-202501582,Farmer-Haney,Robert Perez,Sme,Retail,Makarfi,2025-04-14,2025,Dec,Road Tax,2025-09-06,,Not Filed,4083669,1352956,2730713,Partial,Portal,2025-09-23,Not Audited,Underpayment,79284,53277635,Low,31,Kaduna North,No,2025,April,September,September
1584,100145,KAD-TIN-202501583,"Thomas, Harris and Singleton",Tiffany Ross,Sme,Healthcare,Kajuru,2024-02-09,2025,Apr,Withholding Tax,2024-11-23,,Not Filed,1626206,9083,1617123,Partial,Portal,2024-12-11,Audited,Underpayment,55060,335934118,High,88,Kaduna South,Yes,2024,February,November,December
1585,100617,KAD-TIN-202501584,Lowe PLC,Travis Griffin,Sme,Agriculture,Sanga,2024-12-21,2025,Oct,Paye,2025-03-21,2025-10-04,Late,4666899,4666899,0,Paid,Ngn,2025-03-23,Audited,Pending,98332,179324208,Medium,86,Kaduna North,No,2024,December,March,March
1586,100551,KAD-TIN-202501585,Carey Ltd,Jennifer Strickland,Individual,Retail,Sabon Gari,2024-08-23,2025,Apr,Withholding Tax,2025-03-17,,Not Filed,1541616,225582,1316034,Partial,Bank Transfer,2025-03-17,Audited,No Issue,139688,36913066,Medium,69,Kaduna North,No,2024,August,March,March
1587,100161,KAD-TIN-202501586,"Walker, Rodriguez and Collins",Joshua Thompson,Individual,Healthcare,Kajuru,2024-03-06,2025,Oct,Road Tax,2025-02-09,,Filed,2665205,2665205,0,Paid,Pos,2025-02-10,Audited,No Issue,16597,278494113,Medium,39,Kaduna South,Yes,2024,March,February,February
1588,100412,KAD-TIN-202501587,Booth Ltd,Christy Smith,Individual,Ict,Kachia,2024-05-31,2025,Feb,Withholding Tax,2024-08-15,,Filed,2530703,2530703,0,Paid,Ngn,2024-09-05,Audited,No Issue,16455,174189414,Low,24,Kaduna North,Yes,2024,May,August,September
1589,100461,KAD-TIN-202501588,Villarreal-Murphy,Diana Harris,Sme,Healthcare,Giwa,2025-02-17,2025,Nov,Paye,2025-08-23,,Late,136090,136090,0,Paid,Portal,2025-09-13,Not Audited,Pending,82014,173673425,Medium,72,Zaria,No,2025,February,August,September
1590,100123,KAD-TIN-202501589,Arnold Inc,Nancy Dudley,Corporate,Ict,Sanga,2024-05-01,2025,Oct,Paye,2024-11-03,2024-02-11,Late,2596578,2596578,0,Paid,Portal,2024-11-18,Not Audited,No Issue,14437,225862310,Medium,30,Zaria,Yes,2024,May,November,November
1591,100657,KAD-TIN-202501590,Jackson PLC,Vanessa Case,Sme,Healthcare,Giwa,2024-01-12,2025,Jan,Paye,2024-09-12,2024-01-10,Filed,3258183,3258183,0,Paid,Pos,2024-09-20,Not Audited,No Issue,194000,68302428,Medium,88,Kaduna North,No,2024,January,September,September
1592,100086,KAD-TIN-202501591,Reed Group,Lisa Mcgee,Corporate,Manufacturing,Kajuru,2025-02-26,2025,Nov,Road Tax,2025-12-10,2025-10-12,Filed,1324606,1324606,0,Paid,Portal,2026-01-01,Audited,No Issue,138694,105912838,High,54,Kaduna South,Yes,2025,February,December,January
1593,100583,KAD-TIN-202501592,Lopez Inc,Maurice Arellano,Individual,Ict,Zangon Kataf,2025-01-16,2025,Nov,Withholding Tax,2025-02-16,,Filed,2946273,2946273,0,Paid,Pos,2025-02-22,Not Audited,No Issue,184407,110038154,Low,38,Kaduna North,Yes,2025,January,February,February
1594,100274,KAD-TIN-202501593,"Fry, French and Stone",Shelby Powers,Corporate,Agriculture,Sanga,2025-05-06,2025,Aug,Business Premises,2026-05-01,,Not Filed,3936463,1914425,2022038,Partial,Ngn,2026-05-11,Not Audited,No Issue,37944,329523586,Medium,31,Kaduna South,No,2025,May,May,May
1595,100658,KAD-TIN-202501594,Mcdonald and Sons,Jamie James,Individual,Ict,Soba,2024-04-05,2025,Sep,Road Tax,2024-05-27,,Late,4342615,4342615,0,Paid,Portal,2024-05-27,Not Audited,Pending,7518,95148451,Low,53,Kaduna North,No,2024,April,May,May
1596,100270,KAD-TIN-202501595,Hernandez-Daniel,Elizabeth Luna,Sme,Manufacturing,Zaria,2025-02-04,2025,Oct,Withholding Tax,2025-09-05,2025-01-09,Late,4052255,4052255,0,Paid,Bank Transfer,2025-09-19,Audited,Pending,131773,393205517,High,84,Kaduna South,No,2025,February,September,September
1597,100097,KAD-TIN-202501596,"Bowman, Harrison and Marquez",Jennifer Williams,Sme,Agriculture,Soba,2024-07-19,2025,Jun,Road Tax,2024-12-28,,Filed,345926,345926,0,Paid,Pos,2025-01-09,Not Audited,Pending,133341,499543007,High,76,Zaria,No,2024,July,December,January
